company_name,name,description,phone,email,state_code,url,language
EANG LIAN CORPORATION,EANG LIAN CORPORATION-UNION BRUSH,"Eang Lian Corporation, was established in 1985 as an experienced manufacturer, specializing in full range of industrial brushes in Taiwan. With own brand, UNION Brushes is widely recognized and trusted by distributing around the world. Whether you have need of heavy-duty power brushes, light polishing duty or hand-held cleaning brushes on the market, UNION finish your problems. Our Brush series are widely distributing to Japan, Singapore, Malaysia, Indonesia, Thailand, Middle East, Europe, Latin America…and keep extension to worldwide.
Product and Service:
UNION provide full range industrial brushes for your special applications. Our popular product range covers power brush and strip brush, roller brush and non-woven FM rolls, super finishing and precision brush, deburring and grinding brush, sanding brush and anti-static conductive brush, professional HTA brush and professional honing brush... Various DIY tool brushes, technical brushes and resisting-high-temperature brushes are also provided. Idea used for cleaning, brushing, grinding, deburring, polishing and drilling. Our brushes are designed feasible for several applications and equipment. For instance, air and electric grinders, portable grinders, power or air tool, hand tool, sander, band saw sharpener, large roller brush for washing and oiling, PCB brushes for electrics industry, anti-static brush for IC function test in semiconductor industry, surface cleaning after acid pickling for steel industry, aluminum and aluminum-magnesium alloy deburring. All kinds of professional brushes are available for CUSTOM-MADE.",886-62655111,union.brush@msa.hinet.net,TW,www.unionbrush.com,EN
"Chenpang Power Enterprise Co., Ltd.",,"CPEC byla založena v roce 2001 a je akreditována podle systému kvality IATF 16949:2016. Specializujeme se na těsnicí výrobky. Náš výrobní program zahrnuje olejová těsnění, O-kroužky, záložní kroužky, kompozitní těsnění, těsnění ložisek, membrány, manžety, protiprachové kryty, pouzdra, zakázkové pryžové díly, kabely, trubky atd. a v mnoha různých materiálech včetně NBR, VITON, SILIKON, CR, PA, EPDM, PTFE a další polymery. K dispozici je široká škála metrických a palcových nástrojů, které splňují většinu norem včetně ASTM, ISO, DIN, BS atd.",886-226106088,johnny@cpec.com.tw,,www.cpec.com.tw,EN
"YUAN-CHENG ALUMINUM CO., LTD.","Yuan Cheng Aluminum Co., Ltd.",Hliníkový extrudér a zpracovatel z Tchaj-wanu,886-67263646,service@ycal.com.tw,TW,ycaltaiwan.com,EN
FAMOUS CORPORATION,FAMOUS CORPORATION,"1. Famous Corporation byla založena v roce 1983 a náš vývoj od té doby neustále postupuje. Našim klientům poskytujeme produkty nejvyšší kvality a nejlepší služby. Mezi naše hlavní produkty patří hydraulické svěráky, pneumatické svěráky, automatické svěráky, 5osé svěráky, samostředící svěráky, tlakoměry, upínací nástroje, frézovací svěráky a příslušenství k obráběcím strojům.

2. Jsme jedním z předních výrobců příslušenství k obráběcím strojům na Tchaj-wanu a také tím, kdo může nabídnout konkurenceschopné ceny a dobrou kvalitu. Abychom snížili náklady na produkt a přinesli výhody našim zákazníkům, přijali jsme techniky hromadné výroby s přísným Q.C.

3. Všechny naše produkty procházejí pečlivou kontrolou kvality. Od výběru materiálu až po konečný proces je každý krok pod naším přísným dohledem.

4. Spokojenost zákazníka bude naší největší motivací.",886-427026510,famous85@ms47.hinet.net,TW,www.famous-vise.com,EN
"THETA PRECISION CO., LTD.",,,886-425650937,info@theta-tw.com,,www.theta-spindle.com,EN
3R SYSTEMS,EOS GmbH,Naším cílem je poskytovat zákazníkům celkovou podporu při výběru vhodné technologie 3D tisku dle individuálních potřeb. Zajistíme kompletní dodávku profesionálních 3D tiskáren pro průmyslové využití od německého výrobce fy EOS GmbH.,420-491841371,info@3rsystems.cz,DE,www.3rsystems.cz,CZ
"IDP CO., LTD.",,,886-222991556,info@ideadesignproduction.com,,www.ideadesignproduction.com,EN
LINDSTRÖM s.r.o.,,Jsme jedna z předních evropských společností poskytujících textilní služby s více než 170letými zkušenostmi v textilním průmyslu. Nabízíme širokou škálu služeb v textilním odvětví od pracovních oděvů až po průmyslové rohože a textilní utěrky. Vše se servisní službou praní a čištění.,420-311533020,cz@lindstromgroup.com,,www.lindstromgroup.com/cz,EN
"Messer Cutting Systems Slovensko, s.r.o.",,"Prodej strojních řezacích zařízení Messer (plasma, autogen, laser) a autogenové techniky pro obrábění kovů.",421-248209961,info@messercutting.sk,,www.messer-cutting.com,SK
DILL s.r.o.,ALUKEEP s.r.l.,"Měřicí technika: dutinoměry, měření ozubení, závitů, házivosti, velkých rozměrů. Speciální kalibry, tloušťkoměry, hloubkoměry, úchylkoměry, modulární fixační prvky. Měření teplotních profilů. Upínací systémy vč. vakuových pro CNC obrábění.",420-603234173,dill@dill.cz,IT,www.dill.cz,CZ
"IDEAL-Trade Service, spol. s r.o.",ALIT TECHNOLOGIES S.r.l.,Lakovací linky a technologie pro povrchové úpravy.,420-541422611,info@itsbrno.cz,IT,www.itsbrno.cz,CZ
Star Micronics AG,,Výrobce CNC automatů pro podélné soustružení.,41-434116060,info@starmicronics.ch,,www.starmicronics.ch/,EN
J. Schneeberger Maschinen AG,,"Výrobce nástrojových brusek pro výrobu a přebrušování ve 2 až 6osém provedení. Stroje jsou plně automatizovatelné, a proto je lze provozovat autonomně po delší dobu.",41-629184400,info@schneeberger.swiss,,www.schneeberger.swiss,EN
BHV senzory s.r.o.,Beck GmbH Druckkontrolltechnik,"Snímače tlaku, tlakoměry, presostaty, membránové oddělovače, teploměry bimetalové a plynové, kalibrační technika. Plováčkové průtokoměry.",420-220920253,bhvsenzory@bhvsenzory.cz,DE,www.bhvsenzory.cz,CZ
"M-D-J, spol. s.r.o.",,"Průmyslová automatizace, robotika, energetika.",421-948246238,mdj@mdj.sk,,www.mdj.sk,SK
Zväz strojárskeho priemyslu SR,,,421-911254001,zspsr@zspsr.sk,,www.zspsr.sk,SK
"METALES, s. r. o.",,,421-911703572,ms-sales@metales.sk,,www.metales.sk,SK
"Filter Technik Slovakia, s.r.o.",,,421-905714299,info@filtertechnik.sk,,www.filtertechnik.sk,SK
"ECOFIL, spol. s r.o.",,,421-908988402,sales@ecofil.eu,,www.ecofil.eu,EN
"EMSYST, spol. s r.o.",,,421-327432400,mail@emsyst.sk,,www.emsyst.sk,SK
WINFA s.r.o.,MTG,,421-335545570,winfa@winfa.sk,ES,www.winfa.sk,SK
"VAKUUMTECHNIK, s.r.o.",,,0,czanik@vakuumtechnik.sk,,www.vakuumtechnik.sk,SK
"ProTech Service, s.r.o.",,,421-517710573,protech@commercservice.sk,,www.commercservice.sk,SK
"Česká exportní banka, a.s.",,,420-222841100,ceb@ceb.cz,,www.ceb.cz,CZ
Ministerstvo obrany České republiky,,,420-973201111,e-podatelnaMO@army.cz,,www.army.cz,CZ
"Exportní garanční a pojišťovací společnost, a.s.",,,420-222841111,info@egap.cz,,www.egap.cz,CZ
Ministerstvo zahraničních věcí ČR,,,420-224181111,oed@mzv.cz,,www.mzv.cz,CZ
ŠVEC GROUP,,,421-918838885,zuzana.masarova@svecgroup.sk,,www.svecaspol.sk,SK
3Dwiser s.r.o.,,,420-778530730,info@3dwiser.com,,www.3dwiser.com,EN
NANOTECH - EUROPE s.r.o.,,,420-608887460,info@nanotech-europe.eu,,www.nanotech-europe.eu,EN
"Bartech, s.r.o.",Zebra Technologies,Jsme specialisté na výrobní systémy a automatickou identifikaci. Naše výrobní systémy pomáhají zákazníků snižovat náklady a optimalizovat výrobní procesy.,420-518302978,hajek@bartech.cz,CZ,www.bartech.cz,CZ
Karl Bruckner GmbH,Dušan Kuchař obchodní zastoupení,"Německá rodinná firma a celosvětově působící výrobce příslušenství pro soustruhy a brusky na kulato.
Významný výrobce s tradicí od roku 1918
- otočné hroty
- pevné hroty
- čelní unašeče
- redukční vložky 
- speciální upínače",49-715196710,office@karlbruckner.de,CZ,www.karlbruckner.de,EN
mmgrind.cz s.r.o.,Schleifscheibenfabrik Alfons Schmeier GmbH & Co. KG,"CBN a diamantové nástroje pro broušení a orovnání, nástroje pro broušení a honování ozubení, stroje pro broušení ozubení.",420-581741001,info@mmgrind.cz,DE,www.mmgrind.cz,CZ
Comex International s.r.o. PantaTec,PantaTec GmbH,"Comex International s.r.o. PantaTec technologie-tryskejte bez odmaštění,bez chemie. Aditivum zlepšující stabilitu tryskacího procesu a úsporu nákladů. Zastupuje firmu PantaTec GmbH v ČR a SR, dodavatele unikátní patentované technologie umožňující tryskání bez chemického čištění a firmu Peeningaccessories GmbH - Švýcarsko - vše pro peening (pásky, držáky, měřáky, prosívačky...) pro Almen program. Na trhu jsme již od roku 1992.",420-602227262,comex@volny.cz,DE,www.comexinternational.webnode.cz,CZ
ARBURG spol. s r.o.,ARBURG GmbH + Co. KG,"Vstřikovací stroje pro zpracování termoplastů, reaktoplastů, elastomerů, silikonů, vícekomponentní vstřikování, intervalové vstřikování, vstřikování práškových kompozitů. Realizace automatizovaných pracovišť na klíč. Sušicí jednotky pro sušení granulátu s automatickým dávkováním do stroje. Robotické systémy. 3D tiskárna - freeformer.",420-548422471,czech@arburg.com,DE,www.arburg.cz,EN
mySCADA Technologies s.r.o.,,"Jsme česká firma zaměřená na vývoj a produkci průmyslových SCADA/HMI systémů. Pracujeme se sběrem dat z PLC i MQTT, jejich analýzou a vizualizací. Zabýváme se diagnostikou strojů prostřednictvím vibroanalýzy. Naše řešení prediktivní údržby zahrnuje vzdálený dohled nad stroji, který pomáhá našim zákazníkům monitorovat a šetřit spotřebovanou energii a snižovat výrobní náklady.

Na letošní veletrh přicházíme s novinkou - DataTalk Analytics, pokročilým nástrojem pro Business Intelligence a vizualizaci dat v reálném čase. 

DataTalk Analytics má rozsáhlé technické možnosti a poskytuje podnikům a profesionálům nástroje k snadné analýze dat, jejich vizualizaci a vyhodnocení. 

Mezi výjimečné vlastnosti DataTalk Analytics patří bezproblémová integrace s řadou datových zdrojů a schopnost zpracovávat data v reálném čase. 

DataTalk Analytics byl navržen s ohledem na průmyslové aplikace, zejména pro sběr dat z průmyslových automatů a IoT senzorů. Díky své přizpůsobivé architektuře však představuje univerzální přínos pro jakýkoli IT systém. 

Vyzkoušejte technickou efektivitu DataTalk Analytics s jeho snadnou instalací a uživatelsky přívětivým ovládáním, které ocení obzvláště malé a střední podniky. 

Jako ukázku pro letošní veletrh jsme zvolili výstup reálného projektu řešícího sběr dat o kondici klienta ve zdravotnickém zařízení sbíraného pomocí inteligentní podložky na nemocničním lůžku.",420-602622321,info@data-talk.eu,,www.data-talk.eu,EN
"ATEQ, odštěpný závod",,"ATEQ v ČR je pobočka francouzské společnosti ATEQ, která nabízí automatické měřící zařízení pro kontrolu kvality výrobků na výrobních či montážních linkách.
Jedná se o měření těsnosti, zjišťování úniků, měření tlaku a průtoků vzduchu.",420-549210419,info@ateq.cz,,www.ateq.cz,CZ
"IMEXIM TS, a.s.",AKS TEKNIK DEBURRING & MARKING TECH.,"Prodej a servis:
- CNC obráběcích strojů, 
- elektroerozívních strojů,
- průmyslových praček, 
- nástrojů pro odjehlování, válečkování, popisování, 
- chladicích emulzí a řezných olejů, 
- filtračních a recyklačních zařízení,
- chemie pro černění kovů při pokojové teplotě.",421-232663611,mailba@imeximts.sk,TR,www.imeximts.sk,SK
Lepíky s.r.o.,Velcro®,"Vyrábíme mnohoúčelové lepicí body a žížalky DotFix, výseky ze samolepicích pásek a suchých zipů a konvertujeme lepicí pásky na přesný rozměr. 
Produkty na eshopu ihned k dodání: Suché zipy Velcro® samolepicí, oboustranné, výseky, oválky a stahovací pásky na suchý zip. Samolepicí pásky, oboustranné pásky, výseky s fingerlifty. AFT, VHB akrylové gelové a pěnové pásky pro beznýtové technologie. Samolepicí dorazy průhledné a černé. Podlahové pásky vinylové, protiskluzové pásky. Eurozávěsy. Magnetické pásky. Duct tape a kobercové pásky. Čističe, odstraňovače lepidel, aktivátory, aktivační ubrousky a primery.",420-286584926,obchod@lepiky.cz,ES,www.lepiky.cz,CZ
ALBERTINA Machinery s.r.o.,TAWI AB,"ALBERTINA Handling je specializovanou divizí skupiny ALBERTINA Machinery, zaměřující se na dodávky nejrůznějších řešení pro zvedání a manipulaci s břemeny, práci s paletami, transport materiálu pomocí autonomních mobilních robotů (AMR) a široké spektrum robotických aplikací.",420-724511364,michalovsky@albertina-machinery.com,SE,www.albertina-handling.com,EN
LiCON MT GmbH & Co. KG,,"Společnost LiCON MT je celosvětovým dodavatelem modulárních obráběcích center pro vysoce přesné obrábění složitých dílů. Mezi její zákazníky patří všichni přední světoví výrobci automobilů, jejich dodavatelé a stále větší počet společností z různých průmyslových odvětví. Vedle vývoje produktů je hlavní expertizou tohoto technologického lídra velmi vysoká odbornost v oblasti obrábění a vlastní konstrukce a výroba motorových vřeten. Kromě toho systémová integrace s přizpůsobitelnými automatizačními koncepty na míru, jakož i vývoj softwaru s využitím inženýrů LiCON MT: křehké vztahy někdy vyžadují větší dodávky dodavatelů (single sourcing). S dceřinými společnostmi a servisními zařízeními v Evropě, USA a Číně zaměstnává společnost LiCON více než 200 lidí. Více informací na www.licon.com",49-73929620,info@licon.com,,www.licon.com,EN
Kaletech s.r.o.,Kalep s.r.o.,"Zákazníkům v České Republice nabízíme komplexní služby v oblasti technologie průmyslového lepení. Navrhneme systém nanášení tavných i studených lepidel přesně podle vašich požadavků, nainstalujeme jej a ukážeme, jak s ním pracovat. V rámci podpory nabízíme i služby v podobě servisu, půjčovny zařízení či školení zaměstnanců. Vše je zaštítěno kvalitní švýcarskou technologií společnosti Robatech, která je naším dlouholetým partnerem.",420-732469082,info@kaletech.cz,CZ,www.kaletech.cz,CZ
KME Service Centre Slovakia s.r.o.,,"KME JE JEDNÍM Z NEJVĚTŠÍCH SVĚTOVÝCH VÝROBCŮ MĚDI A VÝROBKŮ Z MĚDĚNÝCH SLITIN A MÁ CELOVĚTOVOU DISTRIBUČNÍ SÍŤ.
KME nabízí inovativní produktová řešení šitá na míru příslušným individuálním požadavkům našich zákazníků z nejrůznějších průmyslových odvětví. Společnost, kterou provozuje KME Group S.p.A., má evropské vedení.
KME Group představuje inovační procesy, nejmodernější technologie a zároveň rozumí trhům, potřebám a požadavkům svých zákazníků. Věřte profesionálům se zkušenostmi, kteří vám pomohou zlepšit kvalitu vašich výrobků, firemních postupů a spotřebu materiálu.",421-435832111,t.kipiel@kme.com,,www.kmeslovakia.sk,EN
